30005,274,1
30005,510,1
30005,614,1
30005,702,8
30005,862,3
30005,882,14
30005,889,1
30005,995,3
30005,1198,15
30005,1207,6
30005,1311,2
30006,90,1
30006,323,10
30006,336,30
30006,337,490
30006,339,5
30006,340,150
30006,341,70
30006,343,7
30006,344,60
30006,345,30
30006,346,6
30006,349,7
30006,350,200
30006,351,14
30006,352,1
30006,354,20
30006,357,190
30006,358,3
30006,359,15
30006,361,2
30007,122,1
30007,204,1
30007,274,7
30007,276,1
30007,461,1
30007,535,2
30007,545,2
30007,547,1
30007,636,7
30007,650,2
30007,672,3
30007,673,2
30007,688,1
30007,694,1
30007,787,1
30007,791,1
30007,799,2
30007,862,6
30007,882,5
30007,884,10
30007,892,4
30007,898,1
30007,1145,10
30007,1212,1
30008,351,1
30008,359,2
30011,163,1
30011,171,1
30011,220,7
30011,263,20
30011,264,20
30011,323,3
30011,470,3
30011,494,2
30011,508,2
30011,636,2
30011,639,20
30011,641,4
30011,783,3
30011,1165,5
30011,1171,3
30011,1175,3
30011,1198,2
30011,1199,5
30011,1202,10
30011,1210,3
30011,1246,3
30011,1254,3
30012,50,7
30012,163,5
30012,176,1
30012,180,3
30012,276,5
30012,277,1
30012,309,8
30012,345,1
30012,348,1
30012,349,12
30012,351,9
30012,372,1
30012,386,7
30012,392,20
30012,461,2
30012,535,10
30012,544,50
30012,545,3
30012,616,2
30012,672,1
30012,778,3
30012,818,50
30012,829,50
30012,1013,4
30012,1174,6
30012,1207,10
30012,1213,7
30012,1240,3
30013,274,5
30013,508,1
30013,516,1
30013,614,1
30013,636,2
30013,648,6
30013,787,1
30013,832,2
30013,853,2
30013,882,20
30013,1198,10
30013,1207,2
30013,1212,2
30014,195,10
30014,864,2
30014,1032,4
30014,1041,3
30014,1084,1
30014,1123,3
30014,1131,2
30014,1218,2
30014,1271,3
30016,14,6
30016,69,300
30016,73,320
30016,79,60
30016,81,150
30016,85,25
30016,89,120
30016,90,2
30016,96,12
30016,99,10
30016,103,40
30016,114,8
30016,163,13
30016,193,1
30016,220,400
30016,221,60
30016,249,4
30016,299,4
30016,301,22
30016,324,16
30016,326,4
30016,334,50
30016,336,450
30016,337,135
30016,338,5
30016,339,2
30016,340,1
30016,342,70
30016,343,45
30016,344,500
30016,345,3
30016,349,16
30016,351,10
30016,354,3
30016,356,3
30016,358,30
30016,363,55
30016,364,40
30016,365,9
30016,369,20
30016,371,4
30016,372,5
30016,377,1
30016,386,110
30016,387,6
30016,388,50
30016,392,4
30016,393,50
30016,395,5
30016,398,30
30016,400,300
30016,402,4
30016,405,5
30016,413,8
30016,421,30
30016,424,1100
30016,432,15
30016,433,3
30016,440,75
30016,441,16
30016,446,13
30016,447,15
30016,477,4
30016,480,1
30016,492,2
30016,494,1
30016,508,3
30016,510,2
30016,514,4
30016,518,5
30016,520,8
30016,531,40
30016,539,70
30016,541,10
30016,556,3
30016,558,1
30016,562,95
30016,570,1
30016,614,3
30016,620,2
30016,636,25
30016,729,2
30016,730,4
30016,808,2
30016,812,7
30016,821,7
30016,878,1000
30016,882,600
30016,990,1
30016,1165,1
30016,1168,40
30016,1172,4
30016,1198,150
30016,1199,2
30016,1207,10
30016,1210,3
30016,1211,12
30016,1212,6
30016,1267,2
30016,1324,11
30017,171,1
30017,323,9
30017,340,1
30017,342,1
30017,345,3
30017,348,2
30017,365,13
30017,392,15
30017,413,12
30017,424,20
30017,447,1
30017,518,4
30017,535,20
30017,539,3
30017,552,2
30017,636,3
30017,878,3
30017,882,30
30017,913,2
30017,1145,2
30017,1198,20
30018,276,1
30018,535,2
30018,681,1
30018,759,4
30018,862,2
30018,873,5
30018,884,4
30018,892,1
30018,898,2
30018,925,2
30018,1008,1
30018,1088,2
30018,1198,2
30019,354,2
30019,356,1
30019,386,6
30019,388,1
30019,393,3
30019,396,30
30023,616,1
30023,662,10
30023,829,2
30023,862,5
30023,882,5
30023,898,4
30023,925,5
30023,933,1
30023,1145,5
30023,1207,2
30025,5,1
30025,28,9
30025,45,2
30025,50,2
30025,63,1
30025,189,2
30025,274,6
30025,470,6
30025,508,2
30025,617,10
30025,641,20
30025,648,6
30025,709,10
30025,773,6
30025,786,2
30025,790,3
30025,836,2
30025,838,2
30025,844,1
30025,848,2
30025,853,6
30025,858,6
30025,861,5
30025,887,8
30025,936,5
30025,977,1
30025,982,6
30025,986,4
30025,987,2
30025,989,20
30025,991,10
30025,994,12
30025,1025,1
30025,1026,6
30025,1031,8
30025,1041,10
30025,1207,4
30025,1218,6
30025,1229,1
30025,1277,16
30025,1290,8
30033,84,2
30033,90,11
30033,274,6
30033,323,3
30033,339,1
30033,345,1
30033,364,30
30033,393,2
30033,413,30
30033,421,3
30033,531,8
30033,539,4
30033,562,1
30033,636,3
30033,648,2
30033,767,1
30033,882,20
30033,1198,10
30033,1207,1
30034,120,3
30034,122,2
30034,128,2
30034,131,3
30034,201,1
30034,274,3
30034,492,3
30034,621,5
30034,626,6
30034,640,8
30034,648,3
30034,759,3
30034,787,1
30034,852,3
30034,860,8
30034,862,8
30034,864,5
30034,897,2
30034,925,5
30034,933,3
30034,942,1
30034,984,1
30034,988,4
30034,1006,4
30034,1008,6
30034,1014,5
30034,1036,3
30034,1041,8
30034,1060,4
30034,1084,23
30034,1088,6
30034,1128,19
30034,1145,8
30034,1186,23
30034,1188,3
30034,1207,2
30034,1212,8
30034,1239,2
30034,1271,2
30034,1307,2
30034,1315,1
30034,1316,8
30035,122,1
30035,131,2
30035,143,1
30035,171,2
30035,177,1
30035,179,2
30035,193,2
30035,201,1
30035,204,2
30035,274,1
30035,276,2
30035,312,2
30035,457,7
30035,484,1
30035,491,1
30035,535,13
30035,544,3
30035,545,5
30035,610,1
30035,614,3
30035,616,3
30035,626,4
30035,630,3
30035,636,8
30035,650,5
30035,654,3
30035,660,1
30035,672,11
30035,673,2
30035,677,2
30035,688,1
30035,704,1
30035,707,13
30035,778,4
30035,791,2
30035,799,2
30035,815,3
30035,829,18
30035,862,2
30035,873,8
30035,882,40
30035,884,23
30035,892,2
30035,898,2
30035,925,1
30035,933,1
30035,1013,8
30035,1036,2
30035,1059,1
30035,1145,30
30035,1198,24
30035,1212,1
30035,1239,6
30035,1293,5
30036,177,1
30036,201,1
30036,222,14
30036,276,1
30036,461,12
30036,475,4
30036,616,2
30036,778,2
30036,862,2
30036,892,2
30036,896,1
30036,898,2
30036,910,1
30036,918,1
30036,921,1
30036,968,1
30036,1027,2
30036,1036,1
30036,1059,2
30036,1118,30
30036,1198,2
30036,1240,4
30037,171,1
30037,276,11
30037,348,1
30037,351,8
30037,508,1
30037,546,1
30037,547,4
30037,616,5
30037,630,20
30037,636,2
30037,707,11
30037,733,1
30037,829,2
30037,862,2
30037,882,1
30037,898,75
30037,1145,15
30037,1198,171
30037,1207,7
30038,171,4
30038,274,2
30038,276,14
30038,312,1
30038,348,1
30038,535,4
30038,545,11
30038,546,2
30038,616,12
30038,707,4
30038,778,9
30038,829,22
30038,862,13
30038,882,12
30038,884,25
30038,892,14
30038,898,25
30038,922,3
30038,925,12
