300,993,北京市区,天坛,3/13/1998,3/13/1998,43,橘树,6
301,99,北京市区,颐和园,4/2/1998,4/2/1998,43,橘树,16
302,16,湖南岳阳,东洞庭,2/10/1998,2/12/1998,43,橘树,42
303,238,北京门头沟,永定河雁翅,7/8/2002,7/8/2002,44,panda,24
304,239,湖南长沙,红色渔场,1/28/2002,2/1/2002,20,ptarmigan,36
305,239,湖南长沙,红色渔场,2/16/2002,2/17/2002,44,panda,32
306,235,宁夏银川,沙湖,8/10/1999,8/10/1999,44,panda,9
308,17,湖南长沙,岳麓山,12/9/2002,12/9/2002,44,panda,25
310,46,江苏南京,紫金山,1/11/2003,1/11/2003,24,Mcaribou,22
311,46,江苏南京,紫金山,10/25/2002,10/27/2002,24,Mcaribou,24
312,69,江苏南京,八卦洲,10/4/2002,10/4/2002,24,Mcaribou,21
313,69,江苏南京,八卦洲,10/26/2002,10/26/2002,24,Mcaribou,10
314,242,江苏溧水,石臼湖,10/2/2002,10/2/2002,24,Mcaribou,10
315,241,辽宁丹东,鸭绿江景观大道,1/12/2003,1/12/2003,101,红隼,9
317,12,上海市区,江湾老机场,12/1/2001,1/13/2003,39,观星者,250
318,12,上海市区,江湾老机场,12/1/2001,1/13/2003,39,观星者,102
319,106,北京市区,圆明园,4/4/1998,4/4/1998,105,白斑翅拟蜡嘴雀,12
320,255,内蒙古宁城,郊区,7/24/2002,7/24/2002,105,白斑翅拟蜡嘴雀,4
321,252,北京密云,司马台长城,8/22/2002,8/22/2002,44,panda,18
322,70,北京延庆,松山保护区,8/13/2002,8/13/2002,44,panda,25
323,141,北京市区,香山,8/26/2002,8/26/2002,44,panda,15
324,99,北京市区,颐和园,7/10/2002,7/10/2002,105,白斑翅拟蜡嘴雀,21
325,90,广东深圳,福田红树林,1/12/2003,1/12/2003,52,麦茬,28
326,90,广东深圳,福田红树林,1/14/2003,1/14/2003,52,麦茬,33
327,221,澳门市区,黑沙水库,1/14/2003,1/14/2003,68,Silvia,19
328,62,广东广州,中山大学,1/13/2003,1/13/2003,6,audrey,6
330,261,江西新建,南矶山候鸟保护区,1/6/2003,1/6/2003,48,木森林,26
331,251,陕西西安,泾渭湿地,1/28/2002,1/28/2002,44,panda,24
332,262,北京市区,光华里,3/1/1998,6/1/1999,105,白斑翅拟蜡嘴雀,9
333,260,北京房山,牛口峪水库,10/12/2001,10/12/2001,20,ptarmigan,26
334,263,北京朝阳,苇沟,9/19/2001,9/19/2001,43,橘树,26
335,1750,北京市区,鹫峰、阳台山地区,3/30/2002,3/30/2002,20,ptarmigan,21
336,264,上海市区,天山公园,1/15/2003,1/15/2003,4,phd007,10
337,265,北京密云,水库不老屯,11/6/1999,11/6/1999,43,橘树,22
338,266,上海市区,上海南站,12/1/2002,2/5/2003,4,phd007,17
339,267,广东九江,璜矶村,1/12/2003,1/12/2003,61,bornfree,14
341,62,广东广州,中山大学,1/15/2003,1/15/2003,11,lool,19
342,269,四川乐山,市中区岷江南岸,1/12/2003,1/15/2003,125,沙粒,19
343,31,上海市区,上海植物园,1/16/2003,1/16/2003,4,phd007,17
346,270,江苏南京,东南大学,1/16/2003,1/16/2003,94,higherthanyou,4
347,271,福建厦门,天柱山,1/12/2003,1/12/2003,123,厦门观鸟协会,33
348,272,安徽黄山,黄山,11/9/1998,11/11/1998,43,橘树,14
349,273,湖南长沙,蓉园宾馆,3/8/1999,3/9/1999,43,橘树,13
350,274,河北青龙,老岭（祖山）,5/18/2000,5/19/2000,43,橘树,15
351,168,北京房山,拒马河,9/5/2002,9/5/2002,44,panda,25
352,254,湖南长沙,烈士公园,7/18/2002,7/18/2002,20,ptarmigan,13
353,275,福建厦门,湖边水库,4/17/2002,4/17/2002,123,厦门观鸟协会,18
354,276,福建厦门,机场,4/17/2002,4/17/2002,123,厦门观鸟协会,28
355,268,浙江丽水,白云山林场,1/15/2003,1/15/2003,15,e.t.,25
356,277,北京西城,官园鸟市,1/17/2003,1/17/2003,70,aaa,8
357,278,福建泉州,洛江口,1/14/2003,1/15/2003,84,伯劳,74
358,269,四川乐山,市中区岷江南岸,1/18/2003,1/18/2003,125,沙粒,26
359,168,北京房山,拒马河,1/18/2003,1/18/2003,44,panda,40
360,260,北京房山,牛口峪水库,1/18/2003,1/18/2003,44,panda,10
361,67,湖北武汉,植物园,1/15/2003,1/15/2003,48,木森林,38
362,279,北京市区,水碓湖,1/17/2003,1/17/2003,105,白斑翅拟蜡嘴雀,6
363,106,北京市区,圆明园,6/13/2002,6/13/2002,20,ptarmigan,29
364,248,北京门头沟,斋堂水库,4/13/2002,4/13/2002,20,ptarmigan,20
365,247,北京门头沟,三家店水库,5/18/2002,5/18/2002,20,ptarmigan,35
366,104,北京延庆,野鸭湖,9/14/2002,9/14/2002,20,ptarmigan,40
367,75,广东广州,帽峰山及周边,1/18/2003,1/18/2003,11,lool,29
368,57,广东始兴,车八岭,1/6/2003,1/7/2003,127,apache,44
369,104,北京延庆,野鸭湖,10/28/2002,10/28/2002,20,ptarmigan,31
370,70,北京延庆,松山保护区,5/24/2002,5/26/2002,20,ptarmigan,54
372,280,云南昆明,滇池草海西岸,10/20/2001,10/20/2001,89,cilf,14
373,281,云南华宁,象鼻山庄,12/23/2000,12/23/2000,89,cilf,16
374,282,云南昆明,西山区明朗水库,12/9/2001,12/12/2001,89,cilf,15
375,283,澳门市区,离岛湿地,1/18/2003,1/19/2003,68,Silvia,26
376,993,北京市区,天坛,1/20/2003,1/20/2003,44,panda,8
377,106,北京市区,圆明园,1/20/2003,1/20/2003,105,白斑翅拟蜡嘴雀,10
378,275,福建厦门,湖边水库,1/19/2003,1/19/2003,123,厦门观鸟协会,26
379,284,福建厦门,同安新店沃头,1/19/2003,1/19/2003,123,厦门观鸟协会,40
380,117,福建厦门,集美,1/19/2003,1/19/2003,123,厦门观鸟协会,23
381,285,福建厦门,集美兑山,1/19/2003,1/19/2003,123,厦门观鸟协会,16
382,286,广东广州,广州大道金成酒店,1/20/2003,1/20/2003,70,aaa,2
383,288,福建厦门,鼓浪屿,9/1/2002,10/1/2002,82,丫丫,15
