20001,171,2
20001,276,8
20001,547,2
20001,616,2
20001,630,58
20001,707,57
20001,728,2
20001,829,3
20001,862,3
20001,873,5
20001,882,1
20001,898,65
20001,925,5
20001,990,1
20001,1145,15
20001,1198,103
20001,1207,1
20001,1239,2
20001,1246,2
20001,1293,10
20002,203,1
20002,351,1
20002,458,4
20002,475,1
20002,487,1
20002,510,1
20002,616,4
20002,626,1
20002,648,1
20002,746,1
20002,791,2
20002,807,4
20002,884,50
20002,887,20
20002,892,2
20002,910,6
20002,911,2
20002,922,2
20002,925,8
20002,997,4
20002,1016,9
20002,1036,4
20002,1059,4
20002,1068,2
20002,1076,4
20002,1088,8
20002,1118,4
20002,1127,20
20002,1145,6
20002,1147,4
20002,1197,30
20002,1207,4
20002,1212,2
20002,1300,4
20006,169,1
20006,188,1
20006,201,2
20008,203,1
20008,276,1
20008,545,1
20008,616,2
20008,652,4
20008,778,5
20008,862,3
20008,882,10
20008,884,10
20008,902,2
20008,1207,7
20009,510,1
20009,512,2
20009,516,1
20010,171,1
20010,201,4
20010,203,6
20010,222,1
20010,248,2
20010,276,2
20010,313,2
20010,323,2
20010,518,1
20010,545,1
20010,626,8
20010,677,4
20010,778,6
20010,862,1
20010,882,5
20010,896,3
20010,898,5
20010,902,5
20010,912,2
20010,921,4
20010,922,2
20010,933,4
20010,968,2
20010,1017,5
20010,1207,2
20011,171,2
20011,276,30
20011,313,1
20011,323,10
20011,340,8
20011,342,16
20011,345,50
20011,351,6
20011,393,20
20011,400,3
20011,420,12
20011,433,6
20011,518,9
20011,535,400
20011,539,32
20011,542,20
20011,570,1
20011,616,12
20011,693,2
20011,778,4
20011,787,20
20011,815,300
20011,818,1
20011,829,20
20011,862,8
20011,898,20
20011,902,8
20011,913,2
20011,922,1
20011,975,1
20011,1172,12
20011,1198,120
20011,1207,34
20011,1211,1
20011,1212,2
20011,1213,1
20011,1218,30
20011,1224,2
20011,1246,28
20011,1322,30
20012,981,2
20013,171,2
20013,180,2
20013,276,10
20013,313,2
20013,402,1
20013,518,2
20013,545,1
20013,650,4
20013,730,7
20013,829,9
20013,862,15
20013,1013,3
20013,1145,10
20013,1198,25
20013,1246,20
20014,276,12
20014,340,3
20014,351,2
20014,424,12
20014,459,1
20014,535,200
20014,539,2
20014,542,1
20014,614,1
20014,616,20
20014,672,1
20014,707,2
20014,829,8
20014,862,10
20014,882,3
20014,898,24
20014,902,16
20014,921,1
20014,922,8
20014,925,6
20014,975,1
20014,1172,4
20014,1198,80
20014,1207,8
20014,1213,1
20014,1224,1
20014,1240,40
20014,1246,14
20014,1322,20
20017,1207,1
20019,27,1
20019,40,1
20019,50,1
20019,51,1
20019,73,1
20019,74,1
20019,79,1
20019,84,1
20019,85,1
20019,86,1
20019,87,1
20019,89,1
20019,90,1
20019,92,1
20019,95,1
20019,96,1
20019,99,1
20019,101,1
20019,112,1
20019,119,1
20019,120,1
20019,127,1
20019,143,1
20019,148,1
20019,150,1
20019,163,1
20019,165,1
20019,171,1
20019,177,1
20019,179,1
20019,188,1
20019,189,1
20019,192,1
20019,193,1
20019,200,1
20019,201,1
20019,204,1
20019,221,1
20019,222,1
20019,225,1
20019,232,1
20019,241,1
20019,247,1
20019,248,1
20019,249,1
20019,254,1
20019,257,1
20019,274,1
20019,276,1
20019,277,1
20019,289,1
20019,302,1
20019,309,1
20019,310,1
20019,313,1
20019,316,1
20019,318,1
20019,321,1
20019,323,1
20019,328,1
20019,334,1
20019,343,1
20019,345,1
20019,348,1
20019,349,1
20019,351,1
20019,364,1
20019,365,1
20019,371,1
20019,372,1
20019,379,1
20019,386,1
20019,387,1
20019,388,1
20019,391,1
20019,392,1
20019,393,1
20019,396,1
20019,398,1
20019,400,1
20019,402,1
20019,422,1
20019,424,1
20019,457,1
20019,458,1
20019,461,1
20019,475,1
20019,478,1
20019,484,1
20019,486,1
20019,487,1
20019,492,1
20019,494,1
20019,504,1
20019,508,1
20019,511,1
20019,512,1
20019,516,1
20019,518,1
20019,520,1
20019,522,1
20019,531,1
20019,535,1
20019,539,1
20019,542,1
20019,544,1
20019,545,1
20019,546,1
20019,547,1
20019,554,1
20019,562,1
20019,610,1
20019,611,1
