40002,40,1
40002,121,1
40002,148,2
40002,171,1
40002,177,1
40002,183,8
40002,201,1
40002,227,1
40002,232,1
40002,247,2
40002,535,20
40002,632,8
40002,664,20
40002,667,30
40002,672,10
40002,677,5
40002,729,1
40002,745,1
40002,778,2
40002,798,3
40002,807,2
40002,862,10
40002,865,5
40002,873,15
40002,884,5
40002,896,8
40002,910,15
40002,911,5
40002,967,3
40002,968,5
40002,995,2
40002,1022,5
40002,1059,10
40002,1076,10
40002,1118,50
40002,1135,6
40002,1188,5
40002,1207,5
40004,276,10
40004,323,3
40004,518,1
40004,539,1
40004,616,8
40004,636,10
40004,707,4
40004,804,1
40004,829,3
40004,898,15
40004,922,1
40004,1013,1
40004,1145,30
40004,1198,40
40004,1207,2
40004,1212,1
40004,1322,1
40005,461,1
40005,535,50
40005,616,6
40005,632,5
40005,677,8
40005,778,4
40005,862,3
40005,910,13
40005,1118,10
40005,1188,1
40006,14,2
40006,50,1
40006,90,1
40006,94,2
40006,163,6
40006,171,2
40006,230,3
40006,274,1
40006,276,15
40006,277,1
40006,323,6
40006,324,4
40006,336,10
40006,337,2
40006,339,1
40006,340,100
40006,341,10
40006,342,10
40006,343,1
40006,344,20
40006,345,5
40006,346,1
40006,348,1
40006,349,5
40006,350,5
40006,354,1
40006,358,1
40006,359,5
40006,361,3
40006,363,500
40006,365,2
40006,369,1
40006,371,500
40006,372,1
40006,375,10
40006,377,5
40006,386,20
40006,387,4
40006,389,50
40006,392,7
40006,393,1000
40006,395,300
40006,396,200
40006,405,1
40006,413,10
40006,424,50
40006,426,300
40006,432,10
40006,446,1
40006,455,1
40006,458,1
40006,485,1
40006,510,1
40006,512,1
40006,518,50
40006,535,100
40006,539,50
40006,542,10
40006,544,2
40006,545,1
40006,547,5
40006,611,3
40006,614,1
40006,616,20
40006,620,1
40006,636,5
40006,672,1
40006,691,3
40006,700,50
40006,702,4
40006,712,1
40006,716,2
40006,728,3
40006,729,5
40006,730,25
40006,735,30
40006,738,1
40006,745,3
40006,763,50
40006,765,1
40006,773,3
40006,787,2
40006,804,2
40006,815,20
40006,821,20
40006,829,20
40006,862,5
40006,878,10
40006,882,10
40006,898,30
40006,922,1
40006,923,2
40006,929,2
40006,954,1
40006,975,2
40006,984,4
40006,988,8
40006,990,2
40006,1145,1
40006,1156,3
40006,1198,50
40006,1207,10
40006,1211,2
40006,1212,2
40006,1213,8
40006,1221,1
40006,1314,1
40007,14,3
40007,50,1
40007,90,2
40007,94,1
40007,163,5
40007,171,3
40007,230,2
40007,274,3
40007,276,10
40007,277,1
40007,323,2
40007,334,3
40007,336,10
40007,337,5
40007,339,1
40007,340,100
40007,341,5
40007,342,40
40007,343,1
40007,344,20
40007,345,10
40007,346,1
40007,348,1
40007,349,10
40007,350,3
40007,354,1
40007,358,2
40007,359,20
40007,361,3
40007,363,300
40007,365,2
40007,369,1
40007,371,600
40007,372,2
40007,375,20
40007,377,5
40007,386,10
40007,387,2
40007,389,20
40007,392,5
40007,393,500
40007,395,300
40007,396,200
40007,405,1
40007,413,10
40007,419,1
40007,421,2
40007,424,20
40007,426,30
40007,432,10
40007,446,1
40007,455,1
40007,458,1
40007,510,1
40007,512,2
40007,518,50
40007,535,100
40007,539,50
40007,542,10
40007,544,1
40007,545,3
40007,547,10
40007,611,4
40007,616,25
40007,620,2
40007,636,5
40007,672,5
40007,691,2
40007,700,30
40007,702,10
40007,712,2
40007,716,2
40007,728,3
40007,729,5
40007,730,15
40007,735,15
40007,745,6
40007,763,30
40007,773,4
40007,787,1
40007,804,2
40007,815,50
40007,821,5
40007,829,5
40007,862,5
40007,882,10
40007,898,30
40007,922,10
40007,923,1
40007,925,1
40007,929,2
40007,984,5
40007,988,10
40007,990,2
40007,993,1
40007,1145,5
40007,1156,3
40007,1198,100
40007,1207,10
40007,1211,10
40007,1212,2
40007,1213,10
40007,1221,1
40007,1314,2
40008,171,3
40008,203,2
40008,222,5
40008,276,7
40008,535,2
40008,545,10
40008,547,10
40008,616,2
40008,778,10
40008,823,4
40008,829,5
40008,896,3
40008,898,20
40008,925,20
40008,1036,4
40008,1198,10
40008,1207,2
