10001,482,3
10001,616,5
10001,673,2
10001,778,6
10001,807,2
10001,841,1
10001,864,3
10001,882,20
10001,897,30
10001,902,20
10001,918,2
10001,924,3
10001,982,1
10001,984,10
10001,1186,8
10001,1197,3
10001,1207,4
10001,1218,2
10001,1248,30
10001,1300,6
10001,1313,2
10002,131,1
10002,143,1
10002,276,3
10002,328,1
10002,630,50
10002,636,20
10002,648,2
10002,714,1
10002,717,7
10002,773,3
10002,821,1
10002,984,6
10002,1198,50
10002,1244,2
10002,1246,3
10002,1293,4
10002,1316,1
10003,518,4
10004,1240,2
10005,636,30
10005,712,1
10007,1198,1
10010,27,2
10010,33,5
10010,34,3
10010,40,3
10010,84,1
10010,120,3
10010,122,2
10010,130,1
10010,148,5
10010,150,2
10010,171,2
10010,176,1
10010,179,3
10010,189,10
10010,194,10
10010,222,30
10010,248,1
10010,276,10
10010,323,1
10010,351,1
10010,402,1
10010,475,2
10010,482,2
10010,496,4
10010,535,30
10010,545,1
10010,609,1
10010,621,5
10010,626,20
10010,632,30
10010,664,30
10010,688,5
10010,694,10
10010,702,3
10010,707,1
10010,748,10
10010,778,5
10010,787,1
10010,791,20
10010,796,2
10010,798,5
10010,807,5
10010,829,20
10010,833,1
10010,860,10
10010,862,2
10010,865,50
10010,873,10
10010,882,40
10010,884,20
10010,892,5
10010,898,20
10010,910,10
10010,911,5
10010,922,1
10010,925,15
10010,931,2
10010,933,5
10010,984,5
10010,988,10
10010,992,1
10010,997,40
10010,998,2
10010,1001,50
10010,1004,30
10010,1006,40
10010,1008,30
10010,1059,2
10010,1068,20
10010,1076,10
10010,1088,50
10010,1091,20
10010,1118,15
10010,1127,30
10010,1134,50
10010,1135,10
10010,1145,10
10010,1207,2
10010,1218,10
10010,1222,2
10010,1239,2
10010,1249,5
10010,1288,2
10010,1313,1
10010,1322,5
10011,171,1
10011,222,15
10011,274,2
10011,276,20
10011,508,1
10011,544,1
10011,677,1
10011,696,1
10011,707,15
10011,730,2
10011,732,3
10011,734,7
10011,735,3
10011,745,6
10011,753,1
10011,772,2
10011,778,8
10011,823,4
10011,882,10
10011,896,15
10011,898,15
10011,912,7
10011,921,3
10011,922,2
10011,925,30
10011,968,4
10011,975,2
10011,984,3
10011,988,2
10011,993,5
10011,995,1
10011,997,3
10011,1036,6
10011,1180,1
10011,1198,10
10011,1207,3
10011,1218,2
10011,1239,2
10012,220,20
10012,487,3
10012,535,1
10012,547,1
10012,1306,1
10013,27,100
10013,50,5
10013,131,5
10013,143,3
10013,171,1
10013,189,3
10013,233,3
10013,274,10
10013,276,15
10013,328,2
10013,334,9
10013,342,1
10013,345,1
10013,349,3
10013,482,1
10013,492,2
10013,535,800
10013,547,200
10013,616,2
10013,626,30
10013,700,10
10013,707,15
10013,773,5
10013,821,20
10013,862,10
10013,872,3
10013,873,2
10013,882,3
10013,892,10
10013,898,15
10013,925,80
10013,931,3
10013,933,5
10013,984,10
10013,988,2
10013,1013,15
10013,1036,20
10013,1145,50
10013,1198,5
10013,1218,5
10013,1244,4
10013,1246,3
10013,1293,15
10013,1307,50
10013,1311,30
10013,1313,2
10014,698,1
10014,983,1
10014,1001,1
10014,1229,1
10015,276,1
10015,351,2
10015,508,1
10015,535,2
10015,547,2
10015,616,2
10015,882,6
10015,898,4
10015,913,1
10015,1198,15
10015,1207,3
10015,1218,1
10016,131,2
10016,276,2
10016,773,2
10016,821,4
10016,860,2
10016,984,4
10017,735,1
10018,50,3
10018,85,4
10018,86,200
10018,87,30
10018,92,50
10018,94,16
10018,103,1
10018,163,1
10018,276,4
10018,323,5
10018,324,20
10018,338,22
10018,340,1
10018,345,1
10018,354,2
10018,359,2
10018,363,20
10018,371,2
10018,386,4
10018,388,1
10018,389,4
10018,391,1
10018,393,100
10018,396,2
10018,516,1
10018,518,8
10018,520,2
10018,531,1
10018,535,10
10018,539,3
10018,542,2
10018,616,6
10018,821,3
10018,829,2
10018,882,10
10018,898,6
10018,913,6
10018,1145,10
10018,1174,10
10018,1198,30
10018,1207,2
10018,1211,1
10018,1322,2
10024,171,1
10024,492,1
10024,508,1
10024,616,20
10024,882,1000
10024,1197,2
10024,1207,1
10024,1210,1000
10025,27,2
10025,222,200
10025,621,6
10025,626,4
10025,746,1
10025,772,1
10025,791,3
10025,859,80
10025,862,6
10025,911,4
10025,925,4
10025,933,6
10025,988,3
10025,1034,50
10025,1088,12
10025,1301,1
10026,542,1
10027,50,1
10027,85,2
10027,89,600
10027,92,18
10027,94,1
10027,96,20
10027,99,11
10027,110,10
10027,122,1
10027,131,3
10027,171,1
10027,276,2
10027,324,2
10027,334,20
10027,392,1
10027,487,1
10027,508,1
10027,518,50
10027,520,14
10027,531,18
10027,535,2
10027,539,8
10027,542,1
10027,630,12
10027,636,40
10027,716,20
10027,717,15
10027,821,10
10027,862,2
10027,882,40
10027,1198,600
10027,1207,1
10027,1223,2
10027,1246,1
10027,1313,5
10028,323,1
10029,50,3
10029,89,5
10029,179,1
10029,385,4
10029,391,1
10029,478,1
10029,539,1
10029,626,10
10029,641,8
10029,787,10
10029,791,1
10029,862,2
10029,1025,2
10029,1207,10
10029,1212,3
10029,1246,3
10029,1306,1
10029,1307,1
10030,27,2
10030,50,2
10030,274,30
10030,276,2
10030,392,1
10030,518,1
10030,616,1
10030,626,2
10030,702,3
10030,707,18
10030,778,8
10030,829,5
10030,862,15
10030,873,3
10030,884,3
10030,892,6
10030,898,11
10030,922,3
10030,925,23
10030,1013,15
10030,1145,4
10030,1207,6
10030,1212,1
10030,1218,3
10030,1240,2
10030,1311,4
10031,50,10
